trip_id,time_of_day,season,corridor,cbd_stage,sacco,vehicle_type,vehicle_name,passenger_count,fuel_type,payment_method,vehicle_capacity,fare(ksh),fuel_consumption(Litrers/100km),fuel_price(unit),revenue(ksh),fuel_cost,profit(ksh),date_clean,distance_km_clean,route_number
TRP014314,Afternoon,Short Rains,Eastleigh,Odeon,Nicco Movers,Standard,Standard Unit,14,Diesel,M-Pesa,14,150,29.65,203.32,2100,1385.94,714.06,12/1/2025,22.99,14B
TRP010697,Night,Dry Season,Outering Road,OTC,East Shuttle,Electric,Basigo E-Bus,33,Electric,M-Pesa,33,126,35.3,26.5,4158,121.61,4036.39,2/4/2025,13,73
TRP008322,Afternoon,Long Rains,Pangani,Railways,Latema,Nganya,Rogue,25,Diesel,M-Pesa,25,200,18.1,185.48,5000,812.44,4187.56,5/16/2023,24.2,8
TRP015375,Evening,Short Rains,Outering Road,OTC,City Shuttle,Standard,Standard Unit,25,Petrol,Cash,25,109,19.5,178.9,2725,302.46,2422.54,10/4/2024,8.67,69
TRP002104,Night,Long Rains,Rongai,Railways,Zuri,Standard,Standard Unit,33,Diesel,M-Pesa,33,81,27.3,171.02,2673,382.85,2290.15,3/30/2024,8.2,125
TRP007572,Afternoon,Short Rains,Kikuyu,Railways,Forward Travelers,Standard,Standard Unit,25,Diesel,Cash,25,64,19.4,161.37,1600,250.76,1349.24,10/20/2024,8.01,112
TRP003071,Afternoon,Short Rains,Kibra,Railways,Manchester,Standard,Standard Unit,14,Diesel,Cash,14,56.57,23.2,175.43,791.98,214.49,577.49,4/10/2024,5.27,8B
TRP007973,Evening,Dry Season,Pipeline,OTC,Embassava,Standard,Standard Unit,25,Petrol,M-Pesa,25,150,19.3,220.11,3750,1104.51,2645.49,8/22/2025,26,33A
TRP002273,Morning,Dry Season,Fedha,OTC,Embassava,Nganya,Moneyfest,25,Petrol,M-Pesa,25,149,19.1,209.83,3725,561.09,3163.91,2/25/2025,14,34F
TRP004243,Night,Short Rains,Kiambu,Odeon,Kenya Mpya,Nganya,Baba Yaga,33,Diesel,M-Pesa,33,200,27.2,203.1,6600,1491.57,5108.43,10/10/2025,27,100
TRP013002,Evening,Long Rains,Pipeline,OTC,Forward Travelers,Standard,Standard Unit,25,Diesel,M-Pesa,25,150,29.7,191.7,3750,797.09,2952.91,4/12/2023,14,33A
TRP007911,Morning,Short Rains,Outering Road,OTC,Oma Services,Standard,Standard Unit,33,Diesel,Cash,33,150,25.5,177.11,4950,840.03,4109.97,10/26/2023,18.6,73
TRP001775,Afternoon,Long Rains,Kiambu,Odeon,City Shuttle,Nganya,Prestige,14,Diesel,M-Pesa,14,200,24.36,185.47,2800,980.42,1819.58,5/31/2023,21.7,100
TRP005297,Evening,Dry Season,Kikuyu,Railways,Super Metro,Standard,Standard Unit,25,Diesel,M-Pesa,25,150,28.71,191.37,3750,1120.82,2629.18,4/7/2023,20.4,102
TRP003291,Afternoon,Dry Season,Ngong Road,Railways,Embassava,Standard,Standard Unit,33,Diesel,M-Pesa,33,65,20.9,198.4,2145,306.85,1838.15,9/15/2025,7.4,111
TRP001188,Morning,Dry Season,Lavington-Kawangware,Kencom,Citi Hoppa,Standard,Standard Unit,33,Diesel,Cash,33,150,26.4,182.16,4950,577.08,4372.92,6/12/2023,12,56
TRP013966,Night,Dry Season,Westlands,Kencom,Citi Hoppa,Electric,Basigo E-Bus,25,Electric,Cash,25,150,35.1,24.81,3750,189.84,3560.16,9/22/2025,21.8,30
TRP011782,Morning,Dry Season,Kawangware,Kencom,Citi Hoppa,Nganya,Matrix,14,Diesel,M-Pesa,14,115,18.4,193.68,1610,356.37,1253.63,7/5/2025,10,46
TRP000311,Afternoon,Long Rains,Westlands,Ambassador,Citi Hoppa,Nganya,Kixx,25,Diesel,M-Pesa,25,118,21.9,172.01,2950,534.92,2415.08,4/18/2024,14.2,23A
TRP006114,Morning,Long Rains,Kikuyu,Railways,2Nk,Standard,Standard Unit,33,Petrol,Cash,33,150,25.47,213.72,4950,1034.26,3915.74,3/18/2025,19,102
TRP006466,Evening,Dry Season,Langata Road,Railways,Super Metro,Standard,Standard Unit,25,Diesel,Cash,25,150,25.8,157.45,3750,690.58,3059.42,9/6/2024,17,11A
TRP003663,Morning,Short Rains,Kikuyu,Railways,Nicco Movers,Standard,Standard Unit,25,Diesel,Cash,25,150,28.7,182.9,3750,892.37,2857.63,10/6/2023,17,112
TRP010449,Night,Long Rains,Huruma-Mathare,Muthurwa,City Shuttle,Standard,Standard Unit,14,Diesel,Cash,14,150,18,172.47,2100,854.35,1245.65,5/1/2024,27.52,28
TRP004887,Night,Dry Season,Kitengela,OTC,Zuri,Nganya,Night Nurse,33,Petrol,M-Pesa,33,121,20.7,177.6,3993,477.92,3515.08,1/27/2024,13,110
TRP007027,Night,Dry Season,Langata Road,Kencom,Ongata Line,Nganya,Rongai King,33,Diesel,Cash,33,200,23.06,187.5,6600,769.63,5830.37,9/8/2023,17.8,34
TRP009600,Afternoon,Dry Season,Outering Road,OTC,City Shuttle,Nganya,Night Nurse,33,Diesel,Cash,33,200,31.7,175.2,6600,1477.32,5122.68,9/27/2024,26.6,73
TRP010632,Afternoon,Short Rains,Mwiki-Upper Hill,Odeon,East Shuttle,Electric,Basigo E-Bus,25,Electric,M-Pesa,25,150,35.8,25.93,3750,227.43,3522.57,12/29/2024,24.5,Mwi1
TRP012964,Afternoon,Short Rains,Lavington-Kawangware,Kencom,Oma Services,Electric,Basigo E-Bus,33,Electric,Cash,33,127,45.94,24.2,4191,165.98,4025.02,11/1/2023,14.93,56
TRP013034,Afternoon,Short Rains,Pangani,Railways,East Shuttle,Standard,Standard Unit,25,Diesel,Cash,25,66,19.2,171.32,1650,296.04,1353.96,12/31/2023,9,8
TRP014767,Evening,Dry Season,Kiambu,Odeon,Citi Hoppa,Nganya,Matrix,33,Diesel,Cash,33,200,31.8,190.94,6600,1335.82,5264.18,8/4/2025,22,100
TRP009217,Afternoon,Dry Season,Dandora,OTC,Super Metro,Standard,Standard Unit,33,Diesel,M-Pesa,33,104,21.3,175.42,3432,534.31,2897.69,6/28/2024,14.3,36
TRP012882,Afternoon,Dry Season,Pangani,Railways,City Shuttle,Standard,Standard Unit,25,Diesel,M-Pesa,25,52,25.6,200.29,1300,317.9,982.1,9/13/2025,6.2,8
TRP009497,Afternoon,Long Rains,Huruma-Mathare,Muthurwa,East Shuttle,Standard,Standard Unit,14,Diesel,M-Pesa,14,50,25.1,199.89,700,250.86,449.14,3/24/2025,5,28
TRP012185,Evening,Long Rains,Eastleigh,Odeon,2Nk,Nganya,Kanambo,25,Petrol,M-Pesa,25,77.07,18.7,218.06,1926.75,285.44,1641.31,5/27/2025,7,14B
TRP014613,Evening,Long Rains,Pipeline,OTC,Embassava,Standard,Standard Unit,25,Diesel,Cash,25,150,21.7,162.69,3750,751.97,2998.03,5/6/2024,21.3,33
TRP016448,Morning,Dry Season,Fedha,OTC,Embassava,Standard,Standard Unit,25,Diesel,M-Pesa,25,150,19,181.98,3750,857.49,2892.51,3/9/2025,24.8,34F
TRP016261,Evening,Dry Season,Embakasi,OTC,Embassava,Nganya,Rogue,25,Diesel,M-Pesa,25,200,28.1,203.67,5000,1316.32,3683.68,9/24/2025,23,34E
TRP008155,Afternoon,Long Rains,Pangani,Railways,Kenya Mpya,Standard,Standard Unit,33,Diesel,M-Pesa,33,150,22,180.61,4950,794.68,4155.32,3/26/2025,20,8
TRP006442,Evening,Short Rains,Kitengela,OTC,City Shuttle,Nganya,Money Hest,33,Diesel,M-Pesa,33,132,22.5,189.8,4356,392.89,3963.11,11/15/2023,9.2,110
TRP001679,Morning,Dry Season,Kenyatta University,Odeon,Nicco Movers,Standard,Standard Unit,33,Diesel,M-Pesa,33,113.91,19.3,174.89,3759.03,321.67,3437.36,6/29/2023,9.53,Ku1
TRP002954,Morning,Dry Season,Kikuyu,Railways,Oma Services,Standard,Standard Unit,25,Diesel,Cash,25,150,19.8,184.66,3750,749.53,3000.47,2/3/2025,20.5,102
TRP014679,Afternoon,Dry Season,Lavington-Kawangware,Ambassador,KBS,Nganya,Matrix Damager,25,Diesel,Cash,25,67,21.2,160.61,1675,313.25,1361.75,6/28/2024,9.2,48A
TRP001481,Morning,Short Rains,Langata Road,Kencom,Ongata Line,Standard,Standard Unit,33,Diesel,M-Pesa,33,150,25.5,189.4,4950,917.64,4032.36,11/23/2023,19,34
TRP001913,Evening,Dry Season,Eastleigh,Muthurwa,Manchester,Standard,Standard Unit,25,Diesel,Cash,25,69,27.5,191.9,1725,369.41,1355.59,7/28/2025,7,14A
TRP012116,Morning,Dry Season,Pipeline,OTC,Embassava,Nganya,Manchesa,33,Diesel,M-Pesa,33,164,28.94,159.77,5412,537.74,4874.26,1/26/2024,11.63,33A
TRP007827,Afternoon,Dry Season,Eastleigh,Odeon,East Shuttle,Standard,Standard Unit,25,Petrol,M-Pesa,25,95,20.9,198.2,2375,533.95,1841.05,6/26/2023,12.89,14A
TRP013416,Evening,Long Rains,Kenyatta University,Odeon,Ongata Line,Standard,Standard Unit,25,Petrol,M-Pesa,25,150,26.93,209.13,3750,1086.39,2663.61,4/7/2023,19.29,Ku1
TRP011634,Afternoon,Dry Season,Jogoo Road,Muthurwa,2Nk,Standard,Standard Unit,25,Diesel,M-Pesa,25,150,18.1,189.46,3750,781.18,2968.82,1/2/2023,22.78,33J
TRP004904,Evening,Dry Season,Eastleigh,Muthurwa,Kenya Mpya,Nganya,Dragon,25,Diesel,M-Pesa,25,171.53,24,164.2,4288.25,398.02,3890.23,1/27/2024,10.1,14A
TRP007392,Afternoon,Long Rains,Kikuyu,Railways,Zuri,Nganya,X-Trail,14,Diesel,M-Pesa,14,124,29.8,174.5,1736,631.81,1104.19,3/27/2024,12.15,105
TRP008111,Morning,Dry Season,Westlands,Kencom,Citi Hoppa,Electric,Basigo E-Bus,25,Electric,M-Pesa,25,150,41.4,24.24,3750,270.95,3479.05,7/8/2023,27,30
TRP001794,Night,Long Rains,Pangani,Odeon,2Nk,Nganya,John Wick,33,Diesel,M-Pesa,33,156,28.5,188.24,5148,643.78,4504.22,4/5/2023,12,8
TRP012242,Morning,Dry Season,Mwiki-Upper Hill,Odeon,Oma Services,Electric,Basigo E-Bus,49,Electric,M-Pesa,49,128.54,39.65,24.2,6298.46,115.53,6182.93,7/19/2025,12.04,Mwi1
TRP015356,Afternoon,Dry Season,Pipeline,OTC,Forward Travelers,Standard,Standard Unit,14,Diesel,M-Pesa,14,139,28.9,198.58,1946,1214.36,731.64,8/30/2025,21.16,33
TRP003530,Afternoon,Dry Season,Pipeline,OTC,Forward Travelers,Standard,Standard Unit,14,Diesel,M-Pesa,14,105,29.8,199.96,1470,732.93,737.07,1/13/2025,12.3,33
TRP012993,Evening,Long Rains,Pangani,Railways,KBS,Standard,Standard Unit,33,Diesel,M-Pesa,33,150,21.8,171.2,4950,773.68,4176.32,5/27/2023,20.73,8
TRP007109,Afternoon,Dry Season,Pipeline,OTC,Forward Travelers,Standard,Standard Unit,14,Diesel,Cash,14,76.08,19.8,187.67,1065.12,356.72,708.4,6/19/2023,9.6,33A
TRP003753,Night,Short Rains,Dandora,OTC,City Shuttle,Standard,Standard Unit,14,Diesel,M-Pesa,14,150,21.8,186.13,2100,539.67,1560.33,10/24/2025,13.3,36
TRP004509,Evening,Dry Season,Eastleigh,Odeon,KBS,Standard,Standard Unit,25,Diesel,M-Pesa,25,150,18.27,184.82,3750,574.03,3175.97,3/8/2025,17,14A
TRP015984,Night,Dry Season,Kikuyu,Railways,Zuri,Nganya,Mood,33,Diesel,M-Pesa,33,187.52,28,174.49,6188.16,879.43,5308.73,9/30/2024,18,105
TRP010034,Night,Dry Season,Outering Road,OTC,Oma Services,Electric,Basigo E-Bus,25,Electric,Cash,25,150,51.5,26.7,3750,-156.76,3906.76,10/6/2023,11.4,69
TRP004132,Night,Short Rains,Lavington-Kawangware,Ambassador,Forward Travelers,Nganya,Baba Yaga,25,Diesel,Cash,25,200,24.81,185.13,5000,1028.85,3971.15,10/3/2023,22.4,48A
TRP014659,Morning,Dry Season,Kiambu,Odeon,Kenya Mpya,Standard,Standard Unit,14,Diesel,M-Pesa,14,150,23.3,193.9,2100,909,1191,9/13/2023,20.12,100
TRP009165,Evening,Short Rains,Eastleigh,Odeon,City Shuttle,Standard,Standard Unit,25,Petrol,Cash,25,150,30.1,173.65,3750,888.57,2861.43,11/17/2024,17,14B
TRP000090,Morning,Dry Season,Ngong Road,Railways,Embassava,Standard,Standard Unit,33,Diesel,Cash,33,150,19.9,187.65,4950,858.87,4091.13,7/15/2023,23,111
TRP008055,Afternoon,Short Rains,Huruma-Mathare,Muthurwa,Ongata Line,Standard,Standard Unit,14,Diesel,M-Pesa,14,150,31,172,2100,1311.67,788.33,12/12/2024,24.6,25
TRP015156,Morning,Dry Season,Ngong Road,Railways,Super Metro,Nganya,X-Trail,25,Diesel,M-Pesa,25,59,27.76,200.26,1475,300.2,1174.8,2/3/2025,5.4,111
TRP002206,Afternoon,Short Rains,Nyayo Estate-Westlands,Railways,Forward Travelers,Nganya,B613,25,Petrol,Cash,25,168,21,186.74,4200,627.45,3572.55,10/8/2024,16,Exp1
TRP003674,Afternoon,Dry Season,Ngong Road,Railways,Forward Travelers,Nganya,X-Trail,33,Diesel,Cash,33,124,19.97,193.98,4092,697.28,3394.72,7/25/2023,18,111
TRP016638,Evening,Dry Season,Dandora,OTC,City Shuttle,Standard,Standard Unit,33,Diesel,M-Pesa,33,90,19.9,171.7,2970,317.77,2652.23,7/6/2023,9.3,36
TRP006185,Morning,Dry Season,Fedha,OTC,Embassava,Standard,Standard Unit,14,Petrol,M-Pesa,14,150,27.14,197.98,2100,1472.25,627.75,9/13/2023,27.4,34F
TRP010630,Evening,Dry Season,Westlands,Railways,Super Metro,Standard,Standard Unit,25,Diesel,M-Pesa,25,123,24.7,172.05,3075,509.96,2565.04,8/3/2024,12,23A
TRP011727,Afternoon,Dry Season,Kikuyu,Railways,Oma Services,Nganya,X-Trail,33,Diesel,Cash,33,200,22.7,188.63,6600,1138.99,5461.01,8/30/2025,26.6,102
TRP004105,Afternoon,Long Rains,Westlands,Railways,Citi Hoppa,Standard,Standard Unit,25,Diesel,Cash,25,66,28,157.39,1650,339.33,1310.67,5/28/2024,7.7,23A
TRP010929,Morning,Dry Season,Eastleigh,Odeon,East Shuttle,Standard,Standard Unit,25,Diesel,M-Pesa,25,150,24.9,164.78,3750,705.72,3044.28,9/27/2024,17.2,14A
TRP008505,Afternoon,Short Rains,Kibra,Railways,Super Metro,Standard,Standard Unit,33,Petrol,M-Pesa,33,150,20,218.56,4950,743.1,4206.9,11/20/2025,17,8B
TRP004870,Afternoon,Long Rains,Outering Road,OTC,Oma Services,Nganya,Baba Yaga,33,Diesel,M-Pesa,33,200,29.9,196.06,6600,1306.1,5293.9,3/22/2025,22.28,73
TRP013297,Evening,Short Rains,Kitengela,OTC,Latema,Nganya,Prestige,14,Diesel,M-Pesa,14,174.71,24.5,182.75,2445.94,564.15,1881.79,6/12/2025,12.6,110
TRP012611,Afternoon,Dry Season,Lavington-Kawangware,Kencom,KBS,Standard,Standard Unit,14,Petrol,Cash,14,150,20.1,200.38,2100,1127.74,972.26,6/28/2025,28,56
TRP010016,Afternoon,Long Rains,Pipeline,OTC,Embassava,Nganya,Opposite,14,Petrol,M-Pesa,14,136,18.72,189.66,1904,426.05,1477.95,3/18/2023,12,33A
TRP002519,Afternoon,Dry Season,Fedha,OTC,Zuri,Standard,Standard Unit,25,Diesel,M-Pesa,25,116,20.8,193.55,2900,725.46,2174.54,1/26/2023,18.02,34F
TRP011488,Night,Dry Season,Eastleigh,Odeon,Ongata Line,Standard,Standard Unit,25,Diesel,Cash,25,120.51,22.7,175.58,3012.75,677.56,2335.19,8/26/2024,17,14A
TRP005237,Evening,Long Rains,Langata Road,Kencom,2Nk,Nganya,Mood,25,Diesel,M-Pesa,25,200,25,184.04,5000,903.18,4096.82,12/3/2023,19.63,34
TRP009807,Morning,Dry Season,Kawangware,Kencom,Citi Hoppa,Standard,Standard Unit,14,Diesel,M-Pesa,14,150,30.7,158.15,2100,975.9,1124.1,1/27/2024,20.1,46
TRP015743,Afternoon,Short Rains,Huruma-Mathare,Muthurwa,Super Metro,Nganya,Moxie,25,Diesel,M-Pesa,25,200,25.4,173.7,5000,885.93,4114.07,11/16/2024,20.08,28
TRP006815,Morning,Dry Season,Pipeline,OTC,Embassava,Nganya,Godfather,25,Diesel,Cash,25,66,24.8,183.3,1650,254.57,1395.43,8/10/2023,5.6,33
TRP016479,Night,Dry Season,Outering Road,OTC,City Shuttle,Standard,Standard Unit,33,Petrol,M-Pesa,33,137,22.88,216.2,4521,791.46,3729.54,8/6/2025,16,73
TRP014434,Afternoon,Short Rains,Jogoo Road,Muthurwa,Forward Travelers,Standard,Standard Unit,14,Diesel,Cash,14,150,29.1,186.25,2100,1246.57,853.43,11/20/2025,23,33J
TRP015534,Evening,Short Rains,Langata Road,Railways,City Shuttle,Standard,Standard Unit,14,Diesel,Cash,14,150,28.72,187.3,2100,1091.99,1008.01,11/21/2025,20.3,11A
TRP015342,Evening,Dry Season,Langata Road,Kencom,Kenya Mpya,Standard,Standard Unit,33,Petrol,M-Pesa,33,87,29.04,209.15,2871,425.16,2445.84,6/4/2025,7,34
TRP004866,Night,Dry Season,Mwiki-Upper Hill,Odeon,Nicco Movers,Standard,Standard Unit,33,Diesel,M-Pesa,33,66,23.3,191.83,2178,286.06,1891.94,3/8/2025,6.4,Mwi1
TRP013692,Afternoon,Short Rains,Langata Road,Railways,Zuri,Nganya,Prestige,14,Petrol,Cash,14,187,29.9,219.63,2618,1067.78,1550.22,11/20/2025,16.26,11A
TRP015654,Morning,Long Rains,Kibra,Railways,Super Metro,Standard,Standard Unit,25,Diesel,M-Pesa,25,150,21.9,171.84,3750,1031.14,2718.86,4/12/2023,27.4,8B
TRP012466,Night,Dry Season,Kikuyu,Ambassador,Citi Hoppa,Standard,Standard Unit,33,Diesel,M-Pesa,33,150,24.1,181.72,4950,811.07,4138.93,3/1/2023,18.52,112
TRP001049,Night,Dry Season,Kawangware,Kencom,Citi Hoppa,Standard,Standard Unit,33,Diesel,Cash,33,150,20.3,168.68,4950,955.35,3994.65,2/22/2024,27.9,46
TRP000780,Night,Long Rains,Pipeline,OTC,Forward Travelers,Standard,Standard Unit,25,Petrol,M-Pesa,25,97,22.6,204.8,2425,350.84,2074.16,5/25/2023,7.58,33
TRP004296,Evening,Short Rains,Lavington-Kawangware,Ambassador,Latema,Standard,Standard Unit,25,Petrol,M-Pesa,25,113,28.7,212.97,2825,476.75,2348.25,10/21/2025,7.8,48A
TRP000492,Afternoon,Long Rains,Nyayo Estate-Westlands,Railways,Latema,Standard,Standard Unit,14,Diesel,M-Pesa,14,150,23.7,166.2,2100,705.46,1394.54,5/4/2024,17.91,Exp1
TRP014710,Evening,Short Rains,Langata Road,Railways,Ongata Line,Nganya,Opposite,25,Diesel,Cash,25,200,31.7,158.69,5000,1111.73,3888.27,11/19/2024,22.1,11A
TRP006250,Night,Short Rains,Kikuyu,Railways,Super Metro,Standard,Standard Unit,33,Diesel,Cash,33,150,21.5,191.73,4950,1014.88,3935.12,11/25/2025,24.62,102
TRP011166,Afternoon,Dry Season,Kikuyu,Railways,Super Metro,Standard,Standard Unit,33,Diesel,Cash,33,121,28.38,176.91,3993,803.31,3189.69,7/28/2023,16,112
TRP011605,Evening,Long Rains,Rongai,Railways,Super Metro,Standard,Standard Unit,14,Diesel,M-Pesa,14,145.02,24.91,171.4,2030.28,508.08,1522.2,3/31/2024,11.9,125
TRP012073,Evening,Dry Season,Dandora,OTC,Oma Services,Electric,Basigo E-Bus,33,Electric,Cash,33,150,52.9,26.33,4950,-93.32,5043.32,6/23/2025,6.7,36
TRP004961,Evening,Dry Season,Pangani,Railways,Citi Hoppa,Standard,Standard Unit,33,Diesel,M-Pesa,33,150,29.6,186.4,4950,1213.84,3736.16,2/4/2023,22,8
TRP016630,Morning,Dry Season,Kiambu,Railways,Kenya Mpya,Nganya,John Wick,14,Diesel,Cash,14,200,23.2,183.78,2800,1163.99,1636.01,9/16/2025,27.3,100
TRP011212,Evening,Long Rains,Outering Road,OTC,Oma Services,Nganya,Overload,14,Diesel,Cash,14,200,22.7,166.5,2800,627.78,2172.22,5/17/2024,16.61,73
TRP004172,Evening,Dry Season,Kikuyu,Railways,Kenya Mpya,Standard,Standard Unit,33,Diesel,M-Pesa,33,150,19.3,190.63,4950,765.27,4184.73,8/28/2025,20.8,102
TRP007163,Morning,Dry Season,Lavington-Kawangware,Ambassador,Ongata Line,Standard,Standard Unit,25,Petrol,Cash,25,150,23.2,188.7,3750,1006.9,2743.1,1/23/2023,23,48A
TRP009776,Night,Dry Season,Pipeline,OTC,Zuri,Standard,Standard Unit,25,Diesel,M-Pesa,25,95,27.4,192.47,2375,606.47,1768.53,8/9/2025,11.5,33A
TRP012604,Afternoon,Dry Season,Kikuyu,Railways,Super Metro,Nganya,Kanambo,33,Diesel,M-Pesa,33,200,29.22,195.66,6600,1360.69,5239.31,9/10/2025,23.8,102
TRP003692,Evening,Long Rains,Pipeline,OTC,Embassava,Standard,Standard Unit,25,Diesel,M-Pesa,25,150,20.8,183,3750,669.93,3080.07,3/26/2025,17.6,33A
TRP001766,Evening,Long Rains,Langata Road,Railways,2Nk,Standard,Standard Unit,33,Diesel,M-Pesa,33,150,18.5,177.1,4950,530.77,4419.23,4/24/2023,16.2,11A
TRP000999,Evening,Long Rains,Outering Road,OTC,Oma Services,Standard,Standard Unit,33,Diesel,Cash,33,150,22.99,187.1,4950,1088.26,3861.74,4/25/2023,25.3,73
TRP010025,Evening,Dry Season,Lavington-Kawangware,Ambassador,KBS,Standard,Standard Unit,25,Diesel,M-Pesa,25,127,28.3,193.6,3175,841.01,2333.99,9/2/2025,15.35,48A
TRP000764,Evening,Dry Season,Kikuyu,Railways,KBS,Standard,Standard Unit,14,Diesel,Cash,14,150,24.9,158.3,2100,748.92,1351.08,2/2/2024,19,102
TRP002817,Evening,Short Rains,Ngong Road,Railways,Ongata Line,Standard,Standard Unit,25,Petrol,M-Pesa,25,84.28,27.8,200.31,2107,325.21,1781.79,12/26/2025,5.84,111
TRP010699,Morning,Short Rains,Lavington-Kawangware,Ambassador,Embassava,Standard,Standard Unit,25,Diesel,Cash,25,64,25.3,197.8,1600,245.21,1354.79,12/13/2025,4.9,48A
TRP011767,Morning,Long Rains,Kikuyu,Railways,Ongata Line,Nganya,Scorpion,14,Diesel,M-Pesa,14,200,27.7,179.54,2800,944.92,1855.08,5/1/2023,19,105
TRP012732,Afternoon,Short Rains,Embakasi,OTC,Embassava,Nganya,Kanambo,14,Diesel,Cash,14,200,29.21,183.4,2800,1194.64,1605.36,12/26/2023,22.3,34E
TRP012337,Night,Dry Season,Lavington-Kawangware,Ambassador,Oma Services,Nganya,Baba Yaga,33,Petrol,M-Pesa,33,200,29.8,191.81,6600,891.69,5708.31,2/24/2023,15.6,48A
TRP000740,Morning,Dry Season,Lavington-Kawangware,Ambassador,Kenya Mpya,Standard,Standard Unit,14,Diesel,Cash,14,150,23.74,177.14,2100,878.91,1221.09,1/24/2023,20.9,48A
TRP002455,Evening,Dry Season,Langata Road,Kencom,KBS,Standard,Standard Unit,25,Diesel,M-Pesa,25,150,20.6,172.63,3750,857.04,2892.96,7/8/2023,24.1,34
TRP008657,Morning,Dry Season,Langata Road,Kencom,East Shuttle,Standard,Standard Unit,14,Petrol,M-Pesa,14,150,27.3,196.53,2100,1341.32,758.68,8/18/2023,25,34
TRP013831,Afternoon,Dry Season,Pangani,Railways,Oma Services,Nganya,Matrix Damager,25,Diesel,M-Pesa,25,63,20.6,177.94,1575,219.93,1355.07,7/30/2023,6,8
TRP007115,Afternoon,Long Rains,Nyayo Estate-Westlands,Railways,KBS,Standard,Standard Unit,14,Diesel,Cash,14,105,31,167.06,1470,517.89,952.11,3/14/2024,10,Exp1
TRP009758,Evening,Dry Season,Lavington-Kawangware,Ambassador,Ongata Line,Nganya,Transformer,25,Diesel,M-Pesa,25,143,26.49,184.56,3575,488.9,3086.1,9/2/2025,10,48A
TRP006521,Afternoon,Short Rains,Huruma-Mathare,Muthurwa,Super Metro,Nganya,Moxie,33,Diesel,M-Pesa,33,135.51,27.7,200.5,4471.83,744.22,3727.61,11/13/2025,13.4,28
TRP001650,Afternoon,Short Rains,Dandora,OTC,Oma Services,Electric,Basigo E-Bus,25,Electric,Cash,25,150,41.47,25.33,3750,200.42,3549.58,12/14/2024,19.08,36
TRP009726,Afternoon,Dry Season,Mwiki-Upper Hill,Odeon,Nicco Movers,Nganya,B613,25,Diesel,M-Pesa,25,163,20,177.49,4075,915.85,3159.15,2/17/2024,25.8,Mwi1
TRP004747,Night,Short Rains,Fedha,OTC,City Shuttle,Standard,Standard Unit,33,Diesel,M-Pesa,33,81,22.83,202,2673,265.63,2407.37,12/15/2025,5.76,34F
TRP015364,Evening,Dry Season,Fedha,OTC,Ongata Line,Standard,Standard Unit,33,Diesel,Cash,33,150,24.25,190.54,4950,1016.53,3933.47,2/17/2023,22,34F
TRP002658,Morning,Dry Season,Kikuyu,Railways,Latema,Standard,Standard Unit,33,Diesel,Cash,33,150,26.1,166.04,4950,586.78,4363.22,5/6/2024,13.54,105
TRP004529,Evening,Dry Season,Nyayo Estate-Westlands,Railways,Super Metro,Standard,Standard Unit,14,Petrol,M-Pesa,14,50,26.8,192.02,700,267.6,432.4,8/16/2024,5.2,Exp1
TRP006920,Afternoon,Dry Season,Langata Road,Kencom,Zuri,Standard,Standard Unit,14,Diesel,M-Pesa,14,61,23.4,196.1,854,458.87,395.13,9/24/2025,10,34
TRP008242,Afternoon,Short Rains,Jogoo Road,Muthurwa,Forward Travelers,Standard,Standard Unit,25,Diesel,Cash,25,150,22.4,172.52,3750,695.6,3054.4,6/11/2023,18,33J
TRP016690,Afternoon,Dry Season,Kikuyu,Railways,Super Metro,Standard,Standard Unit,33,Diesel,Cash,33,92,29.4,194.53,3036,823.56,2212.44,7/4/2025,14.4,112
TRP005752,Evening,Long Rains,Eastleigh,Odeon,Zuri,Nganya,Sabaki,25,Diesel,Cash,25,200,19.4,189.5,5000,1022.01,3977.99,3/31/2025,27.8,14A
TRP011947,Night,Short Rains,Kikuyu,Railways,Latema,Nganya,Lightning,14,Diesel,M-Pesa,14,54.58,28,200.8,764.12,224.9,539.22,11/17/2025,4,112
TRP001785,Evening,Dry Season,Fedha,OTC,Embassava,Nganya,Moneyfest,33,Diesel,Cash,33,200,22.7,181.58,6600,865.59,5734.41,6/21/2023,21,34F
TRP005266,Afternoon,Short Rains,Pangani,Kencom,Forward Travelers,Standard,Standard Unit,25,Diesel,Cash,25,108,28.7,195.74,2700,724.69,1975.31,10/20/2025,12.9,8
TRP010970,Afternoon,Long Rains,Langata Road,Kencom,KBS,Nganya,B613,25,Diesel,M-Pesa,25,66.49,21.1,188.3,1662.25,182.76,1479.49,3/28/2023,4.6,34
TRP009771,Night,Dry Season,Langata Road,Kencom,City Shuttle,Standard,Standard Unit,25,Diesel,M-Pesa,25,50,19.6,201.37,1250,197.34,1052.66,6/5/2025,5,34
TRP000590,Morning,Dry Season,Langata Road,Kencom,2Nk,Nganya,X-Trail,33,Diesel,Cash,33,200,31.39,201.9,6600,1039.37,5560.63,9/18/2025,16.4,34
TRP011498,Evening,Short Rains,Outering Road,OTC,Citi Hoppa,Electric,Basigo E-Bus,25,Electric,M-Pesa,25,116,52.4,24.69,2900,103.5,2796.5,10/28/2025,8,73
TRP002521,Night,Dry Season,Rongai,Railways,Zuri,Standard,Standard Unit,14,Diesel,M-Pesa,14,72,31.89,193.6,1008,652.58,355.42,9/26/2025,10.57,125
